Date,Open,High,Low,Close,Volume,"('Close', 'MO')","('High', 'MO')","('Low', 'MO')","('Open', 'MO')","('Volume', 'MO')"
1962-01-02,0.0025086761452257,0.0025431969270173,0.0025086761452257,0.0025086761452257,345600.0,,,,,
1962-01-03,0.0024684040854357,0.0024684040854357,0.0024511437768771,0.0024626506492495,1209600.0,,,,,
1962-01-04,0.0024626512713855,0.0024856652194871,0.0024453907609235,0.0024799117818474,2592000.0,,,,,
1962-01-05,0.0024799087941423,0.0025892382006705,0.0024396343840998,0.0025086761452257,2937600.0,,,,,
1962-01-08,0.0025086792489398,0.0025086792489398,0.0024741584244393,0.0024914187379181,1382400.0,,,,,
1962-01-09,0.0024914181010739,0.0025086786076836,0.0024453902151435,0.0024453902151435,460800.0,,,,,
1962-01-10,0.00244538849387,0.0024741560504846,0.0023993606403379,0.0024338816292583,4089600.0,,,,,
1962-01-11,0.002428131410852,0.002428131410852,0.0024051174536245,0.002428131410852,691200.0,,,,,
1962-01-12,0.0024338816292583,0.0024396350615642,0.0024338816292583,0.0024338816292583,460800.0,,,,,
1962-01-15,0.002433883331499,0.0024396367678287,0.0024166228249669,0.0024166228249669,633600.0,,,,,
1962-01-16,0.002393608126387,0.002393608126387,0.0022785252130394,0.0023130460176616,2592000.0,,,,,
1962-01-17,0.0023130466321664,0.0023303071378346,0.002278525818373,0.0023015397600829,1382400.0,,,,,
1962-01-18,0.0023015397600829,0.002318800265751,0.0023015397600829,0.0023015397600829,1094400.0,,,,,
1962-01-19,0.0023072929091658,0.0023475673515349,0.0023072929091658,0.0023475673515349,748800.0,,,,,
1962-01-22,0.0023475673515349,0.0023878550292745,0.0023418139162087,0.0023475673515349,1497600.0,,,,,
1962-01-23,0.0023475674493345,0.0023533208849004,0.0023015395697217,0.0023072930052876,576000.0,,,,,
1962-01-24,0.0023015397600829,0.0023015397600829,0.0022900326904565,0.0023015397600829,518400.0,,,,,
1962-01-25,0.0023015396641046,0.0023475675456049,0.0022900325949581,0.0023446907289326,633600.0,,,,,
1962-01-26,0.0023446907968857,0.0023475676136414,0.0023245536722242,0.0023245536722242,230400.0,,,,,
1962-01-29,0.0023130472554503,0.0023130472554503,0.0022929101251065,0.0022929101251065,403200.0,,,,,
1962-01-30,0.0022929088750726,0.002336059929803,0.0022929088750726,0.002336059929803,518400.0,,,,,
1962-01-31,0.002336059929803,0.002336059929803,0.0023072925599827,0.002336059929803,1152000.0,,,,,
1962-02-01,0.0023360601335082,0.0023561974521726,0.0023360601335082,0.0023561974521726,979200.0,,,,,
1962-02-02,0.0023561976032956,0.0023590742221873,0.0023303068480135,0.0023475673515349,1094400.0,,,,,
1962-02-05,0.0023590736091136,0.0023878544087213,0.0023590736091136,0.0023590736091136,864000.0,,,,,
1962-02-06,0.0023590758988,0.0023763364145886,0.0023533224593847,0.0023533224593847,518400.0,,,,,
1962-02-07,0.0023533200273069,0.0023677037097513,0.0023360595293564,0.0023677037097513,518400.0,,,,,
1962-02-08,0.0023677051037897,0.0023763353578462,0.0023590748497332,0.0023648284841328,633600.0,,,,,
1962-02-09,0.0023648270917881,0.0023705805252573,0.0023360595293564,0.0023677037097513,864000.0,,,,,
1962-02-12,0.0023677058425627,0.0023705826606601,0.0023475687085096,0.0023705826606601,345600.0,,,,,
1962-02-13,0.0023590736091136,0.0023590736091136,0.0023360596762468,0.0023590736091136,518400.0,,,,,
1962-02-14,0.0023475669962567,0.0023475669962567,0.002336059929803,0.002336059929803,172800.0,,,,,
1962-02-15,0.0023418133076206,0.0023590736091136,0.0023418133076206,0.0023590736091136,403200.0,,,,,
1962-02-16,0.0023648272906629,0.0023936078933384,0.0023648272906629,0.0023821010254323,864000.0,,,,,
1962-02-19,0.0023705812903826,0.0023705812903826,0.0023360602833397,0.0023475673515349,460800.0,,,,,
1962-02-20,0.0023475673515349,0.0023590742221873,0.0023475673515349,0.0023475673515349,230400.0,,,,,
1962-02-21,0.0023475673515349,0.0023821015939483,0.0023475673515349,0.0023475673515349,691200.0,,,,,
1962-02-23,0.0023475667414516,0.0023590736091136,0.0023360596762468,0.0023590736091136,403200.0,,,,,
1962-02-26,0.0023475669962567,0.0023475669962567,0.002336059929803,0.002336059929803,403200.0,,,,,
1962-02-27,0.0023303071081928,0.0023303071081928,0.0023245536722242,0.0023245536722242,345600.0,,,,,
1962-02-28,0.0023245535095281,0.0023360603806599,0.0023072930052876,0.0023072930052876,288000.0,,,,,
1962-03-01,0.0023072930052876,0.0023130464408535,0.0023015395697217,0.0023072930052876,288000.0,,,,,
1962-03-02,0.0023072930863325,0.0023188001554113,0.0022957862147966,0.0023159233387559,979200.0,,,,,
1962-03-05,0.0023159237156647,0.0023188005327883,0.002255512136412,0.0022785260807722,921600.0,,,,,
1962-03-06,0.0022785257636782,0.0022785257636782,0.0022324978813633,0.0022670188918709,864000.0,,,,,
1962-03-07,0.0022555104932941,0.0022555104932941,0.0022497570607811,0.0022497570607811,1440000.0,,,,,
1962-03-08,0.0022497586997077,0.0022785260807722,0.0022497586997077,0.0022785260807722,864000.0,,,,,
1962-03-09,0.0022785249773959,0.0022785249773959,0.0022555110441802,0.0022583878599107,1497600.0,,,,,
1962-03-12,0.002258387308322,0.0022612639258071,0.0022440036282681,0.0022497570607811,518400.0,,,,,
1962-03-13,0.00224975818228,0.00224975818228,0.0022324976785939,0.002244004746899,748800.0,,,,,
1962-03-14,0.0022649179901928,0.002311374630698,0.0022649179901928,0.0022881464101374,1497600.0,,,,,
1962-03-15,0.0022881454690363,0.0022939525217881,0.0022823382169008,0.0022823382169008,172800.0,,,,,
1962-03-16,0.0022823405748751,0.0022881478330103,0.0022765335161238,0.0022765335161238,576000.0,,,,,
1962-03-19,0.002276531678459,0.0022881459859702,0.0022707246243953,0.0022707246243953,691200.0,,,,,
1962-03-20,0.0022707264573726,0.0022765335161238,0.0022707264573726,0.0022765335161238,460800.0,,,,,
1962-03-21,0.0022765335161238,0.0022765335161238,0.0022707264573726,0.0022765335161238,576000.0,,,,,
1962-03-22,0.002276531678459,0.002276531678459,0.0022707246243953,0.0022707246243953,691200.0,,,,,
1962-03-23,0.0022707262791876,0.0022707262791876,0.0022591119632124,0.0022591119632124,921600.0,,,,,
1962-03-26,0.0022474971546727,0.0022474971546727,0.0021371487253842,0.0021429557818919,2361600.0,,,,,
1962-03-27,0.0021139207197732,0.0021139207197732,0.0020355247435066,0.0020935959182679,7545600.0,,,,,
1962-03-28,0.0020935933357165,0.0021023038117712,0.0020848826602782,0.0020994003862142,3513600.0,,,,,
