Date,Open,High,Low,Close,Volume
1962-01-02,0.5556183317938718,0.5724552532669097,0.5556183317938718,0.559827446937561,254509
1962-01-03,0.5598274580912862,0.5640367269515991,0.550356804798584,0.5640367269515991,505190
1962-01-04,0.5640367269515991,0.5735075338770648,0.5640367269515991,0.5640367269515991,254509
1962-01-05,0.5619316718813345,0.5619316718813345,0.5471993394292038,0.5493040680885315,376979
1962-01-08,0.5493037455651022,0.5503560132565323,0.5429897553351662,0.5461467504501343,399942
1962-01-09,0.5461467504501343,0.5503560132565323,0.5440421766591387,0.5461467504501343,376979
1962-01-10,0.5450951809346227,0.5450951809346227,0.5387813362502484,0.5398336052894592,304262
1962-01-11,0.5398336571959733,0.5429905030253305,0.5251013131076921,0.5377289652824402,269818
1962-01-12,0.5377288639309388,0.5450951306071516,0.5272059440612793,0.5272059440612793,692723
1962-01-15,0.5272058637387347,0.5335196684700432,0.5272058637387347,0.532467246055603,252595
1962-01-16,0.5324673216256501,0.5419381260871887,0.5303627453553071,0.5419381260871887,239200
1962-01-17,0.5419382338849409,0.5429905030253305,0.5345721194530831,0.5377289652824402,135866
1962-01-18,0.53772885832196,0.5429903950182698,0.5356242820516169,0.5419381260871887,306176
1962-01-19,0.5408859008045104,0.5408859008045104,0.531415057170513,0.5356243252754211,170310
1962-01-22,0.5356242271706289,0.5408858017360094,0.5324672670681296,0.5387812256813049,246854
1962-01-23,0.538781157477802,0.5440426929689558,0.5366764664649963,0.5366764664649963,164570
1962-01-24,0.536676479575114,0.5408857464790344,0.5345719037354132,0.5408857464790344,139693
1962-01-25,0.5408859647445514,0.5429905030253305,0.5356243885934726,0.5377289652824402,415251
1962-01-26,0.5377289135782982,0.540885912736855,0.5356243370916915,0.5398336052894592,118643
1962-01-29,0.5398333390869953,0.5419379145357942,0.531414806842804,0.531414806842804,216237
1962-01-30,0.531415057170513,0.5387813243643322,0.531415057170513,0.5356243252754211,170310
1962-01-31,0.5387811926481136,0.5640364878379113,0.5387811926481136,0.5556181073188782,327226
1962-02-01,0.5556178438509846,0.5756115553171948,0.5535131152906545,0.5724547505378723,319571
1962-02-02,0.5745600555004714,0.5808738655442779,0.5745600555004714,0.578769326210022,239200
1962-02-05,0.5787685730154069,0.5882393717765808,0.5766638443791522,0.5882393717765808,233459
1962-02-06,0.5882396018846644,0.5892918705940247,0.5829780662969988,0.5892918705940247,210496
1962-02-07,0.5892916400743138,0.5913962150779374,0.5850823748425932,0.5882393717765808,221978
1962-02-08,0.5882394738861199,0.5892917423665108,0.5861347832926803,0.5871870517730713,116730
1962-02-09,0.5871872390040591,0.5913965063086153,0.5766641283549336,0.5861349701881409,153088
1962-02-12,0.5850828774367118,0.5850828774367118,0.5787690701858795,0.5808736085891724,110989
1962-02-13,0.5808730886568472,0.5850823537367255,0.5724547505378723,0.5724547505378723,183706
1962-02-14,0.5724550219896426,0.5724550219896426,0.5524611090017607,0.5556181073188782,179878
1962-02-15,0.5556180312824727,0.5661411015116168,0.5545656090350504,0.5577225685119629,187533
1962-02-16,0.5577225685119629,0.5661411015116168,0.5556180312824727,0.5577225685119629,218150
1962-02-19,0.5551892031815974,0.5551892031815974,0.5499117374420166,0.5499117374420166,197101
1962-02-20,0.5520231862939948,0.5720774531364441,0.5520231862939948,0.5720774531364441,174138
1962-02-21,0.5720772857840336,0.5731328948600465,0.5657443632929373,0.5699663758277893,126298
1962-02-23,0.5699667282990495,0.5699667282990495,0.5636337633671323,0.5646892189979553,124384
1962-02-26,0.5646890523279035,0.5689110662275352,0.5573006724703674,0.5625781416893005,170310
1962-02-27,0.562578180073622,0.5657445847720532,0.5583561658859253,0.5583561658859253,124384
1962-02-28,0.5583559741582091,0.5636334419250488,0.5530785063913696,0.5636334419250488,116730
1962-03-01,0.563633249236438,0.5689107151990768,0.5573003286057328,0.5615221858024597,139693
1962-03-02,0.5615225705843565,0.5657445847720532,0.553078696306914,0.5583561658859253,267904
1962-03-05,0.558356000232219,0.5604669103885807,0.5530785322189331,0.5530785322189331,202842
1962-03-06,0.5530785322189331,0.5530785322189331,0.5488565192838281,0.5530785322189331,216237
1962-03-07,0.5530783770623263,0.5573003888130188,0.550967467498144,0.5573003888130188,130125
1962-03-08,0.5573005797403079,0.5646889583684809,0.5573005797403079,0.5604669451713562,310003
1962-03-09,0.560466692609932,0.5646887039045043,0.5594112379418655,0.5615221858024597,177965
1962-03-12,0.5636334148122203,0.5699663758277893,0.5636334148122203,0.5699663758277893,176051
1962-03-13,0.5720775627450729,0.5879100114734627,0.5720775627450729,0.5868545174598694,325312
1962-03-14,0.5879098415612363,0.5910763612113492,0.5879098415612363,0.5889652967453003,340621
1962-03-15,0.5900207403523233,0.5921316501277182,0.5900207403523233,0.5910761952400208,137779
1962-03-16,0.5910763612113492,0.5921318163954133,0.5889652967453003,0.5889652967453003,135866
1962-03-19,0.5889656908183938,0.5910767566969432,0.5868547405133624,0.5879102349281311,162656
1962-03-20,0.5879100114734627,0.5900210765496318,0.5868545174598694,0.5868545174598694,225805
1962-03-21,0.5868543961735934,0.5910764098798863,0.5857989409026243,0.5900209546089172,135866
1962-03-22,0.5900210765496318,0.5910765320387337,0.5836879968945984,0.5868545174598694,195187
1962-03-23,0.5868547405133624,0.5889656908183938,0.5826327243297817,0.5879102349281311,114816
1962-03-26,0.5879100114734627,0.5900210765496318,0.5847436064816657,0.5868545174598694,130125
1962-03-27,0.5868541818326183,0.5868541818326183,0.5805212598974059,0.5836876630783081,135866
1962-03-28,0.5836879968945984,0.5868545174598694,0.5815770473919033,0.5868545174598694,88026
1962-03-29,0.5879098899690457,0.5910764098798863,0.5879098899690457,0.5900209546089172,166483
1962-03-30,0.5900209546089172,0.5900209546089172,0.5857989409026243,0.5900209546089172,166483
1962-04-02,0.5900209060272852,0.5900209060272852,0.585798892668628,0.5889652967453003,116730
1962-04-03,0.5868541842691775,0.5868541842691775,0.5689108347500499,0.576299250125885,176051
1962-04-04,0.5762992983188856,0.5762992983188856,0.5699663758277893,0.5699663758277893,168397
1962-04-05,0.569966728185731,0.5794662141062145,0.5615226978958606,0.5784105658531189,223891
1962-04-06,0.5784104799868179,0.5857990535492252,0.574188658091104,0.5805215835571289,114816
1962-04-09,0.5805212623076714,0.5857987293793177,0.576299250125885,0.576299250125885,168397
1962-04-10,0.5762997886977369,0.5868547327049852,0.5741888769452982,0.5857992768287659,160742
1962-04-11,0.585799089971872,0.5910765602921004,0.5794661641120911,0.5794661641120911,116730
1962-04-12,0.5794663489489223,0.5900212929561707,0.5794663489489223,0.5857992768287659,221978
1962-04-13,0.584743272061663,0.584743272061663,0.5794658050119283,0.5836876630783081,145434
1962-04-16,0.5836879885034052,0.5868545090231537,0.5784104799868179,0.5805215835571289,103334
1962-04-17,0.5805216899264983,0.5857991608855891,0.5784105859693685,0.5826326012611389,110989
1962-04-18,0.5826324859442026,0.5836879799271132,0.5741886496543884,0.5741886496543884,149261
1962-04-19,0.5752441135650325,0.5805215835571289,0.5752441135650325,0.5805215835571289,101421
1962-04-23,0.5805215835571289,0.5857990535492252,0.5784104799868179,0.5805215835571289,141606
1962-04-24,0.5805216196516436,0.5836880247947943,0.5773550604105202,0.5794661641120911,97594
1962-04-25,0.5794658074178117,0.5815767171975312,0.5720772379440986,0.576299250125885,199014
1962-04-26,0.5731329563424599,0.5731329563424599,0.5625780201842386,0.5667998790740967,166483
1962-04-27,0.5668002133661233,0.5720776845578236,0.5615227421744229,0.5657447576522827,191360
1962-04-30,0.5657440337086754,0.5689105508962217,0.5361902713775635,0.5361902713775635,621920
1962-05-01,0.5361904035680262,0.5530782939346846,0.5319683924519018,0.5499117374420166,359757
1962-05-02,0.5604672479360828,0.5678558231779619,0.5604672479360828,0.5657447576522827,273645
1962-05-03,0.5657446207421232,0.5815770304857822,0.5625782158423718,0.5741886496543884,199014
1962-05-04,0.5699663758277893,0.5699663758277893,0.5594114022773683,0.5699663758277893,110989
1962-05-07,0.5699664032452564,0.5731329224298347,0.5636334419250488,0.5636334419250488,141606
1962-05-08,0.5615221858024597,0.5615221858024597,0.5530783173111604,0.5615221858024597,103334
1962-05-09,0.5615223074836192,0.5636333713750623,0.5509675273689799,0.5541338920593262,145434
1962-05-10,0.5541337596345459,0.5562447074481135,0.5414678801308376,0.5446342825889587,243027
1962-05-11,0.5446344529889929,0.549911920485227,0.5309131145477295,0.5309131145477295,214323
1962-05-14,0.5309130790884861,0.5319685339927673,0.5076922621804278,0.5319685339927673,476486
1962-05-15,0.5383014552447511,0.5562448036983713,0.5383014552447511,0.5467454791069031,304262
1962-05-16,0.5467455300280943,0.5467455300280943,0.535135102078582,0.5414680242538452,189446
1962-05-17,0.540412738062613,0.540412738062613,0.5298578002674651,0.5351352691650391,164570
1962-05-18,0.5309131260482837,0.5309131260482837,0.5193027358295389,0.528802216053009,183706
1962-05-21,0.528802215850242,0.5383015419721761,0.5256356582361772,0.53724604845047,118643
1962-05-22,0.535135300075833,0.535135300075833,0.5203583477845881,0.5214138031005859,153088
1962-05-23,0.5193026137997561,0.5193026137997561,0.4897486865520477,0.48974868655204773,531981
1962-05-24,0.4897486865520477,0.5066367330352282,0.4897486865520477,0.48974868655204773,507104
1962-05-25,0.48974892798070424,0.49608204484505725,0.4665281030283155,0.48552706837654114,478400
1962-05-28,0.47708291398028707,0.47708291398028707,0.42430835388134136,0.42536380887031555,685069
1962-05-29,0.4559728948615945,0.48974863774153665,0.4559728948615945,0.4876377284526825,1416064
1962-05-31,0.48763760735394174,0.48869306173625987,0.46441680192947393,0.4644168019294739,757786
1962-06-01,0.46441724213106694,0.47602763658608055,0.448584794998169,0.44858479499816895,694637
1962-06-04,0.4485844021414448,0.4538618670557366,0.4221970390455319,0.42641904950141907,621920
1962-06-05,0.4264191500291972,0.46019493344326345,0.413753308297848,0.4464735984802246,801798
1962-06-06,0.44647380897504574,0.4517512776216122,0.4338077686498432,0.4433072507381439,346362
1962-06-07,0.44330731645672794,0.45069569660825776,0.44119640573412894,0.44225186109542847,239200
1962-06-08,0.4433072507381439,0.4517512776216122,0.4433072507381439,0.4433072507381439,181792
1962-06-11,0.4433072023299919,0.4464737602211127,0.4316967725753784,0.4316967725753784,260250
1962-06-12,0.43169690395588756,0.43169690395588756,0.4179754057482759,0.4190310537815094,371238
1962-06-13,0.4190307673052289,0.4306411541312116,0.40953128985767556,0.41058674454689026,558771
1962-06-14,0.41058702123099117,0.4243085193042808,0.39686567725565397,0.40003204345703125,575994
