Date,Open,High,Low,Close,Volume,"('Close', 'HPQ')","('High', 'HPQ')","('Low', 'HPQ')","('Open', 'HPQ')","('Volume', 'HPQ')","('Close', 'HPQ')","('High', 'HPQ')","('Low', 'HPQ')","('Open', 'HPQ')","('Volume', 'HPQ')"
1962-01-02,0.0423237994399423,0.0423237994399423,0.0400359742343425,0.0400359742343425,2480333.0,,,,,,,,,,
1962-01-03,0.0400359532124086,0.0400359532124086,0.0391780177094493,0.03960682451725,507341.0,,,,,,,,,,
1962-01-04,0.0396068080034586,0.0408938692628005,0.0380340910503051,0.038748875260353,845568.0,,,,,,,,,,
1962-01-05,0.038606068249384,0.038606068249384,0.0378912836313247,0.0378912836313247,338227.0,,,,,,,,,,
1962-01-08,0.0378912660994978,0.0384632237255573,0.0371761623270458,0.0384632237255573,873754.0,,,,,,,,,,
1962-01-09,0.0384632616978932,0.0400359803737494,0.0380341327116035,0.0390348955988884,930125.0,,,,,,,,,,
1962-01-10,0.0390348711669065,0.0393208488821983,0.0384632376236976,0.0393208488821983,450970.0,,,,,,,,,,
1962-01-11,0.0393208428948571,0.0394639938754652,0.0388920361298283,0.0391780138015747,422784.0,,,,,,,,,,
1962-01-12,0.0391780346166593,0.0397499926661744,0.0388920567929744,0.0388920567929744,535526.0,,,,,,,,,,
1962-01-15,0.0388920385502166,0.0390348676523878,0.0383200831711292,0.0383200831711292,310042.0,,,,,,,,,,
1962-01-16,0.0383200905051078,0.0383200905051078,0.0377481350165554,0.0378912836313247,197299.0,,,,,,,,,,
1962-01-17,0.0378912618068936,0.0384632193681574,0.0377481132745742,0.0377481132745742,422784.0,,,,,,,,,,
1962-01-18,0.0377481109577154,0.0377481109577154,0.0373193043572331,0.0376052819192409,479155.0,,,,,,,,,,
1962-01-19,0.0380341254344418,0.0400359727135693,0.0380341254344418,0.0397499948740005,1409280.0,,,,,,,,,,
1962-01-22,0.0397499963839108,0.0407507591177314,0.0396068453138586,0.0400359742343425,563712.0,,,,,,,,,,
1962-01-23,0.0400359711707554,0.0411798848870949,0.0394640155136585,0.0394640155136585,817382.0,,,,,,,,,,
1962-01-24,0.0391780346166593,0.0391780346166593,0.0383201011456048,0.0388920567929744,338227.0,,,,,,,,,,
1962-01-25,0.0388920567929744,0.0394640148424896,0.0386060789692896,0.0388920567929744,817382.0,,,,,,,,,,
1962-01-26,0.0388920567929744,0.0391780346166593,0.0387489081384564,0.0388920567929744,1381094.0,,,,,,,,,,
1962-01-29,0.0386060742899934,0.0386060742899934,0.0380341187119483,0.0380341187119483,197299.0,,,,,,,,,,
1962-01-30,0.0380340951629194,0.0384632237255573,0.0378912660994978,0.0384632237255573,197299.0,,,,,,,,,,
1962-01-31,0.0390348955988884,0.0390348955988884,0.0383201106058892,0.0390348955988884,563712.0,,,,,,,,,,
1962-02-01,0.0390348570622146,0.0396068122861303,0.0384632237255573,0.0384632237255573,535526.0,,,,,,,,,,
1962-02-02,0.0384632237255573,0.0384632237255573,0.0383200727748773,0.0384632237255573,140928.0,,,,,,,,,,
