Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Repaired?,"('Close', 'SBL')","('High', 'SBL')","('Low', 'SBL')","('Open', 'SBL')","('Volume', 'SBL')"
2010-05-11,2.4635000610351563,2.4635000610351563,2.4635000610351563,2.4635000610351563,1109.0,0.0,0.0,0.0,True,,,,,
2010-05-12,2.5870001220703127,2.5870001220703127,2.5870001220703127,2.5870001220703127,3123.0,0.0,0.0,0.0,True,,,,,
2010-05-13,2.580499877929688,2.580499877929688,2.580499877929688,2.580499877929688,1497.0,0.0,0.0,0.0,True,,,,,
2010-05-14,0.175,0.175,0.175,0.175,0.0,0.0,0.0,0.0,True,,,,,
2010-05-17,2.411499938964844,2.411499938964844,2.411499938964844,2.411499938964844,880.0,0.0,0.0,0.0,True,,,,,
2010-05-18,2.5480000305175783,2.5480000305175783,2.5480000305175783,2.5480000305175783,454.0,0.0,0.0,0.0,True,,,,,
2010-05-19,2.638999938964844,2.638999938964844,2.638999938964844,2.638999938964844,1397.0,0.0,0.0,0.0,True,,,,,
2010-05-20,2.6260000610351564,2.6260000610351564,2.6260000610351564,2.6260000610351564,3318.0,0.0,0.0,0.0,True,,,,,
2010-05-21,0.175,0.175,0.175,0.175,0.0,0.0,0.0,0.0,True,,,,,
2010-05-24,2.6779998779296874,2.6779998779296874,2.6779998779296874,2.6779998779296874,1302.0,0.0,0.0,0.0,True,,,,,
2010-05-25,2.8535000610351564,2.8535000610351564,2.8535000610351564,2.8535000610351564,2788.0,0.0,0.0,0.0,True,,,,,
2010-05-26,2.7885000610351565,2.7885000610351565,2.7885000610351565,2.7885000610351565,2995.0,0.0,0.0,0.0,True,,,,,
2010-05-27,0.175,0.175,0.175,0.175,0.0,0.0,0.0,0.0,True,,,,,
2010-05-28,0.175,0.175,0.175,0.175,0.0,0.0,0.0,0.0,True,,,,,
2010-06-01,0.175,0.175,0.175,0.175,0.0,0.0,0.0,0.0,True,,,,,
2010-06-02,2.6845001220703124,2.6845001220703124,2.6845001220703124,2.6845001220703124,2731.0,0.0,0.0,0.0,True,,,,,
2010-06-03,2.7885000610351565,2.7885000610351565,2.7885000610351565,2.7885000610351565,1523.0,0.0,0.0,0.0,True,,,,,
2010-06-04,0.175,0.175,0.175,0.175,0.0,0.0,0.0,0.0,True,,,,,
2010-06-07,2.7235000610351565,2.7235000610351565,2.7235000610351565,2.7235000610351565,1632.0,0.0,0.0,0.0,True,,,,,
2010-06-08,2.801499938964844,2.801499938964844,2.801499938964844,2.801499938964844,1791.0,0.0,0.0,0.0,True,,,,,
2010-06-09,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-06-10,2.8925,2.8925,2.8925,2.8925,708.0,0.0,0.0,0.0,True,,,,,
2010-06-11,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-06-14,2.6845001220703124,2.6845001220703124,2.6845001220703124,2.6845001220703124,682.0,0.0,0.0,0.0,True,,,,,
2010-06-15,2.736499938964844,2.736499938964844,2.736499938964844,2.736499938964844,282.0,0.0,0.0,0.0,True,,,,,
2010-06-16,2.7625,2.7625,2.7625,2.7625,266.0,0.0,0.0,0.0,True,,,,,
2010-06-17,2.73,2.73,2.73,2.73,892.0,0.0,0.0,0.0,True,,,,,
2010-06-18,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-06-21,2.7885000610351565,2.7885000610351565,2.7885000610351565,2.7885000610351565,917.0,0.0,0.0,0.0,True,,,,,
2010-06-22,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-06-23,2.736499938964844,2.736499938964844,2.736499938964844,2.736499938964844,177.0,0.0,0.0,0.0,True,,,,,
2010-06-24,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-06-25,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-06-28,2.658500061035156,2.658500061035156,2.658500061035156,2.658500061035156,1617.0,0.0,0.0,0.0,True,,,,,
2010-06-29,2.6260000610351564,2.6260000610351564,2.6260000610351564,2.6260000610351564,645.0,0.0,0.0,0.0,True,,,,,
2010-06-30,2.665,2.665,2.665,2.665,165.0,0.0,0.0,0.0,True,,,,,
2010-07-01,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,911.0,0.0,0.0,0.0,True,,,,,
2010-07-02,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-07-06,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,275.0,0.0,0.0,0.0,True,,,,,
2010-07-07,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-07-08,2.8275,2.8275,2.8275,2.8275,842.0,0.0,0.0,0.0,True,,,,,
2010-07-09,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-07-12,2.7170001220703126,2.7170001220703126,2.7170001220703126,2.7170001220703126,3737.0,0.0,0.0,0.0,True,,,,,
2010-07-13,2.8145001220703127,2.8145001220703127,2.8145001220703127,2.8145001220703127,1726.0,0.0,0.0,0.0,True,,,,,
2010-07-14,2.9185000610351564,2.9185000610351564,2.9185000610351564,2.9185000610351564,2163.0,0.0,0.0,0.0,True,,,,,
2010-07-15,2.886000061035156,2.886000061035156,2.886000061035156,2.886000061035156,931.0,0.0,0.0,0.0,True,,,,,
2010-07-16,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-07-19,2.6975,2.6975,2.6975,2.6975,2235.0,0.0,0.0,0.0,True,,,,,
2010-07-20,2.736499938964844,2.736499938964844,2.736499938964844,2.736499938964844,517.0,0.0,0.0,0.0,True,,,,,
2010-07-21,2.8404998779296875,2.8404998779296875,2.8404998779296875,2.8404998779296875,98.0,0.0,0.0,0.0,True,,,,,
2010-07-22,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-07-23,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,True,,,,,
2010-07-26,0.8512999725341797,0.8512999725341797,0.8512999725341797,0.8512999725341797,0.0,0.0,0.0,0.0,True,,,,,
2010-07-27,2.6845001220703124,2.6845001220703124,2.6845001220703124,2.6845001220703124,623.0,0.0,0.0,0.0,True,,,,,
2010-07-28,2.665,2.665,2.665,2.665,700.0,0.0,0.0,0.0,True,,,,,
2010-07-29,2.710499877929688,2.710499877929688,2.710499877929688,2.710499877929688,398.0,0.0,0.0,0.0,True,,,,,
2010-07-30,0.841500015258789,0.841500015258789,0.8412999725341797,0.8412999725341797,0.0,0.0,0.0,0.0,True,,,,,
2010-08-02,2.7495001220703124,2.7495001220703124,2.7495001220703124,2.7495001220703124,675.0,0.0,0.0,0.0,True,,,,,
2010-08-03,2.6779998779296874,2.6779998779296874,2.6779998779296874,2.6779998779296874,2678.0,0.0,0.0,0.0,True,,,,,
2010-08-04,2.6845001220703124,2.6845001220703124,2.6845001220703124,2.6845001220703124,1620.0,0.0,0.0,0.0,True,,,,,
2010-08-05,2.671499938964844,2.671499938964844,2.671499938964844,2.671499938964844,1620.0,0.0,0.0,0.0,True,,,,,
2010-08-06,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-08-09,2.6,2.6,2.6,2.6,731.0,0.0,0.0,0.0,True,,,,,
2010-08-10,2.5610000610351564,2.5610000610351564,2.5610000610351564,2.5610000610351564,368.0,0.0,0.0,0.0,True,,,,,
2010-08-11,2.606499938964844,2.606499938964844,2.606499938964844,2.606499938964844,112.0,0.0,0.0,0.0,True,,,,,
2010-08-12,2.47,2.47,2.47,2.47,438.0,0.0,0.0,0.0,True,,,,,
2010-08-13,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-08-16,2.424499969482422,2.424499969482422,2.424499969482422,2.424499969482422,1086.0,0.0,0.0,0.0,True,,,,,
2010-08-17,2.301000061035156,2.301000061035156,2.301000061035156,2.301000061035156,822.0,0.0,0.0,0.0,True,,,,,
2010-08-18,2.3205000305175782,2.3205000305175782,2.3205000305175782,2.3205000305175782,832.0,0.0,0.0,0.0,True,,,,,
2010-08-19,2.281499938964844,2.281499938964844,2.281499938964844,2.281499938964844,1669.0,0.0,0.0,0.0,True,,,,,
2010-08-20,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-08-23,2.1905000305175784,2.1905000305175784,2.1905000305175784,2.1905000305175784,2305.0,0.0,0.0,0.0,True,,,,,
2010-08-24,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-08-25,0.1530000019073486,0.1530000019073486,0.1530000019073486,0.1530000019073486,215.0,0.0,0.0,0.0,True,,,,,
2010-08-26,2.1710000610351563,2.1710000610351563,2.1710000610351563,2.1710000610351563,643.0,0.0,0.0,0.0,True,,,,,
2010-08-27,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-08-30,2.145,2.145,2.145,2.145,2917.0,0.0,0.0,0.0,True,,,,,
2010-08-31,2.0344999694824217,2.0344999694824217,2.0344999694824217,2.0344999694824217,2040.0,0.0,0.0,0.0,True,,,,,
2010-09-01,2.0344999694824217,2.0344999694824217,2.0344999694824217,2.0344999694824217,2040.0,0.0,0.0,0.0,True,,,,,
2010-09-02,2.073500061035156,2.073500061035156,2.073500061035156,2.073500061035156,845.0,0.0,0.0,0.0,True,,,,,
2010-09-03,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-09-07,2.0475,2.0475,2.0475,2.0475,2651.0,0.0,0.0,0.0,True,,,,,
2010-09-08,2.053999938964844,2.053999938964844,2.053999938964844,2.053999938964844,1332.0,0.0,0.0,0.0,True,,,,,
2010-09-09,2.0475,2.0475,2.0475,2.0475,1183.0,0.0,0.0,0.0,True,,,,,
2010-09-10,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.1764999961853027,0.0,0.0,0.0,0.0,True,,,,,
2010-09-13,1.988999938964844,1.988999938964844,1.988999938964844,1.988999938964844,1071.0,0.0,0.0,0.0,True,,,,,
2010-09-14,1.995500030517578,1.995500030517578,1.995500030517578,1.995500030517578,77.0,0.0,0.0,0.0,True,,,,,
2010-09-15,1.956499938964844,1.956499938964844,1.956499938964844,1.956499938964844,189.0,0.0,0.0,0.0,True,,,,,
2010-09-16,2.0344999694824217,2.0344999694824217,2.0344999694824217,2.0344999694824217,111.0,0.0,0.0,0.0,True,,,,,
2010-09-17,0.1775,0.1775,0.1775,0.1775,0.0,0.0,0.0,0.0,True,,,,,
2010-09-20,1.9825,1.9825,1.9825,1.9825,1478.0,0.0,0.0,0.0,True,,,,,
2010-09-21,1.95,1.95,1.95,1.95,332.0,0.0,0.0,0.0,True,,,,,
2010-09-22,0.1775,0.1775,0.1775,0.1775,0.0,0.0,0.0,0.0,True,,,,,
2010-09-23,2.0280000305175783,2.0280000305175783,2.0280000305175783,2.0280000305175783,1842.0,0.0,0.0,0.0,True,,,,,
2010-09-24,0.1775,0.1775,0.1775,0.1775,0.0,0.0,0.0,0.0,True,,,,,
2010-09-27,1.976000061035156,1.976000061035156,1.976000061035156,1.976000061035156,752.0,0.0,0.0,0.0,True,,,,,
2010-09-28,1.976000061035156,1.976000061035156,1.976000061035156,1.976000061035156,831.0,0.0,0.0,0.0,True,,,,,
2010-09-29,1.923999938964844,1.923999938964844,1.923999938964844,1.923999938964844,2186.0,0.0,0.0,0.0,True,,,,,
2010-09-30,1.963000030517578,1.963000030517578,1.963000030517578,1.963000030517578,362.0,0.0,0.0,0.0,True,,,,,
2010-10-01,0.1775,0.1775,0.1775,0.1775,0.0,0.0,0.0,0.0,True,,,,,
2010-10-04,1.9825,1.9825,1.9825,1.9825,1468.0,0.0,0.0,0.0,True,,,,,
2010-10-05,1.9825,1.9825,1.9825,1.9825,108.0,0.0,0.0,0.0,True,,,,,
2010-10-06,1.995500030517578,1.995500030517578,1.995500030517578,1.995500030517578,8594.0,0.0,0.0,0.0,True,,,,,
2010-10-07,2.0344999694824217,2.0344999694824217,2.0344999694824217,2.0344999694824217,337.0,0.0,0.0,0.0,True,,,,,
2010-10-08,0.155,0.155,0.1048999977111816,0.1048999977111816,11000.0,0.0,0.0,0.0,True,,,,,
2010-10-11,2.08,2.08,2.08,2.08,542.0,0.0,0.0,0.0,True,,,,,
2010-10-12,2.08,2.08,2.08,2.08,180.0,0.0,0.0,0.0,True,,,,,
2010-10-13,2.08,2.08,2.08,2.08,795.0,0.0,0.0,0.0,True,,,,,
2010-10-14,2.08,2.08,2.08,2.08,795.0,0.0,0.0,0.0,True,,,,,
2010-10-15,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-10-18,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-10-19,0.1498999977111816,0.1498999977111816,0.1498999977111816,0.1498999977111816,20.0,0.0,0.0,0.0,True,,,,,
2010-10-20,0.145,0.145,0.1443000030517578,0.1443000030517578,0.0,0.0,0.0,0.0,True,,,,,
2010-10-21,2.196999969482422,2.196999969482422,2.196999969482422,2.196999969482422,308.0,0.0,0.0,0.0,True,,,,,
2010-10-22,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-10-25,2.2035000610351565,2.2035000610351565,2.2035000610351565,2.2035000610351565,806.0,0.0,0.0,0.0,True,,,,,
2010-10-26,2.138500061035156,2.138500061035156,2.138500061035156,2.138500061035156,546.0,0.0,0.0,0.0,True,,,,,
2010-10-27,2.145,2.145,2.145,2.145,148.0,0.0,0.0,0.0,True,,,,,
2010-10-28,2.145,2.145,2.145,2.145,183.0,0.0,0.0,0.0,True,,,,,
2010-10-29,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-11-01,2.131999969482422,2.131999969482422,2.131999969482422,2.131999969482422,428.0,0.0,0.0,0.0,True,,,,,
2010-11-02,2.183999938964844,2.183999938964844,2.183999938964844,2.183999938964844,262.0,0.0,0.0,0.0,True,,,,,
2010-11-03,0.1498999977111816,0.1539999961853027,0.1498999977111816,0.15,7950.0,0.0,0.0,0.0,True,,,,,
2010-11-04,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-11-05,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-11-08,0.145,0.145,0.14,0.14,0.0,0.0,0.0,0.0,True,,,,,
2010-11-09,2.145,2.145,2.145,2.145,268.0,0.0,0.0,0.0,True,,,,,
2010-11-10,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,True,,,,,
2010-11-11,2.164499969482422,2.164499969482422,2.164499969482422,2.164499969482422,4002.0,0.0,0.0,0.0,True,,,,,
2010-11-12,0.165,0.165,0.14,0.14,0.0,0.0,0.0,0.0,True,,,,,
2010-11-15,2.125500030517578,2.125500030517578,2.125500030517578,2.125500030517578,1002.0,0.0,0.0,0.0,True,,,,,
2010-11-16,2.164499969482422,2.164499969482422,2.164499969482422,2.164499969482422,329.0,0.0,0.0,0.0,True,,,,,
2010-11-17,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-11-18,2.164499969482422,2.164499969482422,2.164499969482422,2.164499969482422,238.0,0.0,0.0,0.0,True,,,,,
2010-11-19,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-11-22,2.1125,2.1125,2.1125,2.1125,891.0,0.0,0.0,0.0,True,,,,,
2010-11-23,2.073500061035156,2.073500061035156,2.073500061035156,2.073500061035156,31.0,0.0,0.0,0.0,True,,,,,
2010-11-24,2.131999969482422,2.131999969482422,2.131999969482422,2.131999969482422,695.0,0.0,0.0,0.0,True,,,,,
2010-11-26,0.145,0.145,0.145,0.145,0.0,0.0,0.0,0.0,True,,,,,
2010-11-29,2.066999969482422,2.066999969482422,2.066999969482422,2.066999969482422,98.0,0.0,0.0,0.0,True,,,,,
2010-11-30,1.9369999694824216,1.9369999694824216,1.9369999694824216,1.9369999694824216,1080.0,0.0,0.0,0.0,True,,,,,
2010-12-01,1.976000061035156,1.976000061035156,1.976000061035156,1.976000061035156,1245.0,0.0,0.0,0.0,True,,,,,
2010-12-02,1.988999938964844,1.988999938964844,1.988999938964844,1.988999938964844,1825.0,0.0,0.0,0.0,True,,,,,
2010-12-03,0.165,0.165,0.165,0.165,0.0,0.0,0.0,0.0,True,,,,,
2010-12-06,1.988999938964844,1.988999938964844,1.988999938964844,1.988999938964844,2763.0,0.0,0.0,0.0,True,,,,,
2010-12-07,1.963000030517578,1.963000030517578,1.963000030517578,1.963000030517578,871.0,0.0,0.0,0.0,True,,,,,
2010-12-08,1.995500030517578,1.995500030517578,1.995500030517578,1.995500030517578,474.0,0.0,0.0,0.0,True,,,,,
2010-12-09,2.021499938964844,2.021499938964844,2.021499938964844,2.021499938964844,2334.0,0.0,0.0,0.0,True,,,,,
2010-12-10,0.165,0.165,0.165,0.165,0.0,0.0,0.0,0.0,True,,,,,
2010-12-13,1.9825,1.9825,1.9825,1.9825,2749.0,0.0,0.0,0.0,True,,,,,
2010-12-14,1.963000030517578,1.963000030517578,1.963000030517578,1.963000030517578,1065.0,0.0,0.0,0.0,True,,,,,
2010-12-15,1.95,1.95,1.95,1.95,203.0,0.0,0.0,0.0,True,,,,,
2010-12-16,1.956499938964844,1.956499938964844,1.956499938964844,1.956499938964844,300.0,0.0,0.0,0.0,True,,,,,
2010-12-17,0.165,0.165,0.165,0.165,0.0,0.0,0.0,0.0,True,,,,,
2010-12-20,1.95,1.95,1.95,1.95,1682.0,0.0,0.0,0.0,True,,,,,
2010-12-21,0.165,0.165,0.165,0.165,0.0,0.0,0.0,0.0,True,,,,,
2010-12-22,2.021499938964844,2.021499938964844,2.021499938964844,2.021499938964844,563.0,0.0,0.0,0.0,True,,,,,
2010-12-23,2.015,2.015,2.015,2.015,806.0,0.0,0.0,0.0,True,,,,,
2010-12-27,2.021499938964844,2.021499938964844,2.021499938964844,2.021499938964844,617.0,0.0,0.0,0.0,True,,,,,
2010-12-28,1.8980000305175784,1.8980000305175784,1.8980000305175784,1.8980000305175784,1725.0,0.0,0.0,0.0,True,,,,,
2010-12-29,1.9110000610351563,1.9110000610351563,1.9110000610351563,1.9110000610351563,457.0,0.0,0.0,0.0,True,,,,,
2010-12-30,0.1651000022888183,0.1651000022888183,0.1651000022888183,0.1651000022888183,0.0,0.0,0.0,0.0,True,,,,,
2010-12-31,0.1651000022888183,0.1651000022888183,0.1651000022888183,0.1651000022888183,0.0,0.0,0.0,0.0,True,,,,,
2011-01-03,1.95,1.95,1.95,1.95,1940.0,0.0,0.0,0.0,True,,,,,
2011-01-04,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,True,,,,,
2011-01-05,1.9110000610351563,1.9110000610351563,1.9110000610351563,1.9110000610351563,968.0,0.0,0.0,0.0,True,,,,,
2011-01-06,1.923999938964844,1.923999938964844,1.923999938964844,1.923999938964844,440.0,0.0,0.0,0.0,True,,,,,
2011-01-07,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,True,,,,,
2011-01-10,1.9369999694824216,1.9369999694824216,1.9369999694824216,1.9369999694824216,534.0,0.0,0.0,0.0,True,,,,,
2011-01-11,1.963000030517578,1.963000030517578,1.963000030517578,1.963000030517578,665.0,0.0,0.0,0.0,True,,,,,
2011-01-12,1.9369999694824216,1.9369999694824216,1.9369999694824216,1.9369999694824216,306.0,0.0,0.0,0.0,True,,,,,
2011-01-13,1.995500030517578,1.995500030517578,1.995500030517578,1.995500030517578,862.0,0.0,0.0,0.0,True,,,,,
2011-01-14,0.1704999923706054,0.1704999923706054,0.1704999923706054,0.1704999923706054,0.0,0.0,0.0,0.0,True,,,,,
2011-01-18,1.95,1.95,1.95,1.95,2317.0,0.0,0.0,0.0,True,,,,,
2011-01-19,1.976000061035156,1.976000061035156,1.976000061035156,1.976000061035156,980.0,0.0,0.0,0.0,True,,,,,
2011-01-20,1.976000061035156,1.976000061035156,1.976000061035156,1.976000061035156,340.0,0.0,0.0,0.0,True,,,,,
2011-01-21,0.1704999923706054,0.1704999923706054,0.1704999923706054,0.1704999923706054,0.0,0.0,0.0,0.0,True,,,,,
2011-01-24,2.131999969482422,2.131999969482422,2.131999969482422,2.131999969482422,335.0,0.0,0.0,0.0,True,,,,,
2011-01-25,0.1662000083923339,0.1662000083923339,0.1662000083923339,0.1662000083923339,0.0,0.0,0.0,0.0,True,,,,,
2011-01-26,0.1662000083923339,0.1662000083923339,0.1662000083923339,0.1662000083923339,0.0,0.0,0.0,0.0,True,,,,,
2011-01-27,2.131999969482422,2.131999969482422,2.131999969482422,2.131999969482422,335.0,0.0,0.0,0.0,True,,,,,
2011-01-28,0.1687000083923339,0.1687000083923339,0.1662000083923339,0.1662000083923339,0.0,0.0,0.0,0.0,True,,,,,
2011-01-31,2.053999938964844,2.053999938964844,2.053999938964844,2.053999938964844,145.0,0.0,0.0,0.0,True,,,,,
2011-02-01,2.0280000305175783,2.0280000305175783,2.0280000305175783,2.0280000305175783,1762.0,0.0,0.0,0.0,True,,,,,
2011-02-02,1.9825,1.9825,1.9825,1.9825,757.0,0.0,0.0,0.0,True,,,,,
2011-02-03,1.9825,1.9825,1.9825,1.9825,40.0,0.0,0.0,0.0,True,,,,,
2011-02-04,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,True,,,,,
2011-02-07,2.0280000305175783,2.0280000305175783,2.0280000305175783,2.0280000305175783,2634.0,0.0,0.0,0.0,True,,,,,
2011-02-08,1.9435000610351565,1.9435000610351565,1.9435000610351565,1.9435000610351565,1115.0,0.0,0.0,0.0,True,,,,,
2011-02-09,1.9175,1.9175,1.9175,1.9175,851.0,0.0,0.0,0.0,True,,,,,
