Date,Open,High,Low,Close,Volume,"('Close', 'SPY')","('High', 'SPY')","('Low', 'SPY')","('Open', 'SPY')","('Volume', 'SPY')"
1993-01-29,24.397789586149948,24.397789586149948,24.27640754840791,24.380449295043945,1003200.0,,,,,
1993-02-01,24.397795147814996,24.553857803344727,24.397795147814996,24.553857803344727,480500.0,,,,,
1993-02-02,24.53650243354566,24.623203855572324,24.484481580329664,24.605863571166992,201300.0,,,,,
1993-02-03,24.640544999094686,24.88330898923355,24.623204714084768,24.865968704223636,529400.0,,,,,
1993-02-04,24.95267619027032,25.022037347157795,24.6752315627204,24.970016479492188,531500.0,,,,,
1993-02-05,24.952661514282227,25.00468235135161,24.813939282097195,24.952661514282227,492100.0,,,,,
1993-02-08,24.952661514282227,25.03936290939787,24.91798095623597,24.952661514282227,596100.0,,,,,
1993-02-09,24.8659601231569,24.8659601231569,24.72723789094961,24.779258728027344,122100.0,,,,,
1993-02-10,24.77926139378364,24.831282236457785,24.70990027021812,24.813941955566406,379600.0,,,,,
1993-02-11,24.848612807887985,25.039355823161376,24.848612807887985,24.9353141784668,19500.0,,,,,
1993-02-12,24.900651430532328,24.900651430532328,24.74458885192871,24.74458885192871,42500.0,,,,,
1993-02-16,24.675223703610648,24.675223703610648,24.085654057846234,24.12033462524414,374800.0,,,,,
1993-02-17,24.12034283782081,24.15502341702688,24.016301100202604,24.103002548217773,210900.0,,,,,
1993-02-18,24.380455494956887,24.380455494956887,23.75620485639469,24.085670471191406,378100.0,,,,,
1993-02-19,24.08565993425323,24.172361373901367,24.05097935839397,24.172361373901367,34900.0,,,,,
1993-02-22,24.2417215261398,24.29374238778388,24.17236037728103,24.25906181335449,513600.0,,,,,
1993-02-23,24.328417802573277,24.34575808611039,24.120334400127888,24.24171638488769,373700.0,,,,,
1993-02-24,24.25907278734412,24.553857803344727,24.25907278734412,24.553857803344727,26300.0,,,,,
1993-02-25,24.53650243354566,24.623203855572324,24.484481580329664,24.605863571166992,44500.0,,,,,
1993-02-26,24.65788517629152,24.65788517629152,24.519162896818717,24.640544891357425,66200.0,,,,,
1993-03-01,24.727260161556654,24.727260161556654,24.53651692047873,24.571197509765625,66500.0,,,,,
1993-03-02,24.588508696151543,24.9353141784668,24.55382814792002,24.9353141784668,182400.0,,,,,
1993-03-03,24.97001415474593,25.05671559278324,24.935333579531004,25.03937530517578,280100.0,,,,,
1993-03-04,25.07404519721326,25.07404519721326,24.90064239501953,24.90064239501953,89500.0,,,,,
1993-03-05,24.935325260268907,25.03936695120188,24.813943287513773,24.831283569335938,40000.0,,,,,
1993-03-08,24.883308801494664,25.38617706298828,24.883308801494664,25.38617706298828,50800.0,,,,,
1993-03-09,25.33414000497443,25.351480278762917,25.24743863603201,25.29945945739746,169300.0,,,,,
1993-03-10,25.299471082830888,25.351491928100582,25.195429392291487,25.351491928100582,194400.0,,,,,
1993-03-11,25.368846002429603,25.43820716716625,25.247463964140465,25.28214454650879,70900.0,,,,,
1993-03-12,25.074052640157525,25.091392925524165,24.86596921575788,25.022031784057617,643600.0,,,,,
1993-03-15,25.004698849382077,25.143421173095703,25.004698849382077,25.143421173095703,310800.0,,,,,
1993-03-16,25.143421173095703,25.21278233495252,25.143421173095703,25.143421173095703,30800.0,,,,,
1993-03-17,25.10873437440701,25.10873437440701,24.95267179887548,24.98735237121582,21800.0,,,,,
1993-03-18,25.091400301703093,25.247462915880927,25.091400301703093,25.143421173095703,59300.0,,,,,
1993-03-19,25.24473170982641,25.24473170982641,25.10535430908203,25.10535430908203,66900.0,,,,,
1993-03-22,24.86145316215137,25.018252796670893,24.84403098053809,24.96598625183105,183400.0,,,,,
1993-03-23,25.03567741707507,25.05309960038549,24.983410867143807,25.01825523376465,55200.0,,,,,
1993-03-24,24.983410867143807,25.12278833362717,24.86145558397086,25.01825523376465,37200.0,,,,,
1993-03-25,25.035671395166524,25.22731536548443,25.000827036926903,25.175048828125,110100.0,,,,,
1993-03-26,25.15762457054526,25.175046748225693,25.0182471491018,25.035669326782227,101500.0,,,,,
1993-03-29,25.053098286016077,25.262164474772813,25.053098286016077,25.140209197998047,87100.0,,,,,
1993-03-30,25.17505743953386,25.209901809692383,25.14021306937533,25.209901809692383,56000.0,,,,,
1993-03-31,25.279589100332508,25.349277836653204,25.19247817993164,25.19247817993164,111600.0,,,,,
1993-04-01,25.227309534733365,25.227309534733365,25.053087783802887,25.10535430908203,129500.0,,,,,
1993-04-02,24.89630582499893,24.89630582499893,24.582706451416016,24.582706451416016,59400.0,,,,,
1993-04-05,24.774347248803743,24.774347248803743,24.63496976779782,24.70465850830078,172200.0,,,,,
1993-04-06,24.756911589367554,24.756911589367554,24.56526765728941,24.63495635986328,129700.0,,,,,
1993-04-07,24.66980035310064,24.72206687927246,24.617533826928813,24.72206687927246,28000.0,,,,,
1993-04-08,24.82661043327294,24.82661043327294,24.582699874630254,24.687232971191406,180800.0,,,,,
1993-04-12,24.93113626069963,25.05309150446266,24.896291905338764,25.035669326782227,348500.0,,,,,
1993-04-13,25.018245787090724,25.17504537767834,25.00082361035877,25.087934494018555,146100.0,,,,,
1993-04-14,25.105365226597048,25.122787409266444,25.03567649591947,25.053098678588867,119600.0,,,,,
1993-04-15,25.03567649591947,25.105365226597048,24.948565582572503,25.053098678588867,148600.0,,,,,
1993-04-16,25.07052086125826,25.105365226597048,25.01825431325008,25.053098678588867,47900.0,,,,,
1993-04-19,25.05309570568234,25.122784428090355,24.931140441468308,24.948562622070312,157000.0,,,,,
1993-04-20,24.913725307531525,24.94856967859101,24.669814710115133,24.82661437988281,279500.0,,,,,
1993-04-21,24.878885226303275,24.878885226303275,24.739507718032662,24.80919647216797,67900.0,,,,,
1993-04-22,24.704648719234115,24.913714857901823,24.495582580566406,24.495582580566406,97700.0,,,,,
1993-04-23,24.44331114087786,24.512999839782715,24.35620026724679,24.39104461669922,106000.0,,,,,
1993-04-26,24.408479505172306,24.4955904241772,24.12972456435663,24.199413299560547,62600.0,,,,,
1993-04-27,24.16457340044853,24.460750579833984,24.16457340044853,24.460750579833984,156800.0,,,,,
1993-04-28,24.42590569190516,24.478172251873573,24.37363913193675,24.408483505249023,85900.0,,,,,
1993-04-29,24.46073967256526,24.513006210327152,24.32136223853355,24.51300621032715,85000.0,,,,,
1993-04-30,24.600120013787272,24.687230920351677,24.54785346984863,24.547853469848636,88500.0,,,,,
1993-05-03,24.5827032124206,24.704658508300785,24.47817010166615,24.70465850830078,80500.0,,,,,
1993-05-04,24.756922753361525,24.878878037860844,24.72207838636172,24.791767120361328,149100.0,,,,,
1993-05-05,24.791759575173497,24.948559178951825,24.791759575173497,24.861448287963867,109000.0,,,,,
1993-05-06,24.826610038049107,24.84403222053195,24.756921308117743,24.774343490600582,54700.0,,,,,
1993-05-07,24.79175558083489,24.79175558083489,24.687222528491244,24.72206687927246,68000.0,,,,,
1993-05-10,24.756921308117743,24.913720950463315,24.756921308117743,24.774343490600582,113900.0,,,,,
1993-05-11,24.77434264110918,24.878875732421875,24.70465391356738,24.878875732421875,42600.0,,,,,
1993-05-12,24.77434736147502,24.861458287499897,24.77434736147502,24.84403610229492,31000.0,,,,,
1993-05-13,24.73949746429032,24.73949746429032,24.530431288535752,24.547853469848636,129100.0,,,,,
1993-05-14,24.547859655185174,24.61754839799621,24.513015283779666,24.530437469482425,63500.0,,,,,
1993-05-17,24.6001238974796,24.61754608154297,24.49559079309937,24.61754608154297,34000.0,,,,,
1993-05-18,24.634976368112536,24.65239855790611,24.51302103955752,24.60013198852539,105200.0,,,,,
1993-05-19,24.60011123138364,25.10535430908203,24.44331165554621,25.10535430908203,50200.0,,,,,
1993-05-20,25.10536011164576,25.175048828125,25.053093574286333,25.175048828125,98200.0,,,,,
1993-05-21,25.192473150498373,25.22731751170238,24.931140441468308,24.948562622070312,221400.0,,,,,
1993-05-24,25.000832130580683,25.14020959193584,25.000832130580683,25.053098678588867,30500.0,,,,,
1993-05-25,25.157620834361172,25.157620834361172,25.10535430908203,25.10535430908203,191800.0,,,,,
1993-05-26,25.17505005175647,25.436382751255675,25.15762787178986,25.418960571289062,102400.0,,,,,
1993-05-27,25.45379764735289,25.45379764735289,25.2969980725232,25.33184242248535,53800.0,,,,,
1993-05-28,25.31443492016796,25.31443492016796,25.08794651413755,25.209901809692383,79100.0,,,,,
1993-06-01,25.29701198444719,25.54092256831927,25.262167615322607,25.45381164550781,28300.0,,,,,
1993-06-02,25.384116211355835,25.50607147112213,25.279583131556155,25.418960571289062,20300.0,,,,,
1993-06-03,25.366686772447505,25.366686772447505,25.279575897542124,25.33184242248535,21600.0,,,,,
1993-06-04,25.262169347622216,25.262169347622216,25.14021404732335,25.244747161865234,32000.0,,,,,
1993-06-07,25.297002623285945,25.297002623285945,25.157625198364254,25.157625198364254,121400.0,,,,,
1993-06-08,25.087942447302478,25.087942447302478,24.93114280700684,24.93114280700684,104500.0,,,,,
1993-06-09,25.01825523376465,25.12278833362717,24.983410867143807,25.01825523376465,43300.0,,,,,
1993-06-10,25.000824971421363,25.05309150446266,24.948558438380065,25.035669326782227,17900.0,,,,,
1993-06-11,25.12278701560165,25.17505356279084,25.03567610361968,25.140209197998047,647400.0,,,,,
1993-06-14,25.17504300945422,25.19246518454727,25.10535430908203,25.10535430908203,64200.0,,,,,
1993-06-15,25.14020959193584,25.157631774605232,25.053098678588867,25.053098678588867,142400.0,,,,,
1993-06-16,25.053087783802887,25.10535430908203,24.98339908343069,25.10535430908203,330900.0,,,,,
1993-06-17,25.15763381177129,25.19247817993164,25.10536725953077,25.19247817993164,37400.0,,,,,
1993-06-18,25.17802770887868,25.17802770887868,24.98502540588379,24.98502540588379,58500.0,,,,,
1993-06-21,25.055194809291443,25.055194809291443,25.002557845406372,25.03764915466309,29300.0,,,,,
1993-06-22,25.07274432676513,25.07274432676513,25.020107354770524,25.055198669433597,137500.0,,,,,
1993-06-23,25.05519040919867,25.05519040919867,24.827096939086918,24.827096939086918,227600.0,,,,,
1993-06-24,24.897299331601197,25.160484313964844,24.897299331601197,25.160484313964844,243700.0,,,,,
1993-06-25,25.14292335510254,25.21310597437708,25.125377700283902,25.14292335510254,44800.0,,,,,
1993-06-28,25.265751240416343,25.423662185668945,25.2306599192491,25.423662185668945,439900.0,,,,,
1993-06-29,25.38855144749402,25.38855144749402,25.265731917340283,25.30082321166992,207500.0,,,,,
1993-06-30,25.33591450599956,25.38855144749402,25.265731917340283,25.30082321166992,437600.0,,,,,
1993-07-01,25.33592961593861,25.33592961593861,25.195564354908484,25.230655670166016,605700.0,,,,,
1993-07-02,25.14291939635377,25.160465048409844,25.00255417990518,25.090282440185547,285400.0,,,,,
1993-07-06,25.05519040919867,25.1253730153869,24.7920056359928,24.827096939086918,246400.0,,,,,
1993-07-07,24.80954958033276,24.932369132710644,24.80954958033276,24.89727783203125,343700.0,,,,,
1993-07-08,24.91484125649057,25.23066318791087,24.8797499307772,25.17802619934082,248200.0,,,,,
1993-07-09,25.17801683755945,25.248199462890625,25.12537986856107,25.248199462890625,378200.0,,,,,
1993-07-12,25.21311001253725,25.248201327794785,25.17801869727972,25.230655670166016,373700.0,,,,,
1993-07-13,25.2481936452782,25.31837625443811,25.07273712237842,25.21310234069824,389600.0,,,,,
1993-07-14,25.230640623010643,25.3710058003292,25.213094975845824,25.30082321166992,617300.0,,,,,
1993-07-15,25.283294471857605,25.283294471857605,25.142929200674494,25.195566177368164,443800.0,,,,,
1993-07-16,25.213105928964456,25.230651583751488,25.090286345455237,25.125377655029297,216400.0,,,,,
1993-07-19,25.125381427074466,25.125381427074466,25.03765313996876,25.10783576965332,188200.0,,,,,
1993-07-20,25.090297885057403,25.17802619934082,24.96747824506062,25.17802619934082,68500.0,,,,,
1993-07-21,25.142938648473933,25.160484313964844,25.07275598651029,25.160484313964844,142700.0,,,,,
