Date,Open,High,Low,Close,Volume,"('Close', 'DTE')","('High', 'DTE')","('Low', 'DTE')","('Open', 'DTE')","('Volume', 'DTE')","('Close', 'DTE')","('High', 'DTE')","('Low', 'DTE')","('Open', 'DTE')","('Volume', 'DTE')"
1962-01-02,0.3962939083576202,0.4003709973362014,0.3962939083576202,0.3962939083576202,1880.0,,,,,,,,,,
1962-01-03,0.3962937915420121,0.3962937915420121,0.3930321037769317,0.3930321037769317,5170.0,,,,,,,,,,
1962-01-04,0.393032106190644,0.3954783647196196,0.3897704184055328,0.3897704184055328,7755.0,,,,,,,,,,
1962-01-05,0.3889548594708072,0.3889548594708072,0.3816161155700683,0.3816161155700683,10575.0,,,,,,,,,,
1962-01-08,0.3816161079449419,0.3824315369129181,0.378354421312458,0.3824315369129181,6815.0,,,,,,,,,,
1962-01-09,0.3824318558703726,0.3832472562789917,0.3799855669261797,0.3832472562789917,5170.0,,,,,,,,,,
1962-01-10,0.3832471501503269,0.3848779797554016,0.3816163205452523,0.3848779797554016,4700.0,,,,,,,,,,
1962-01-11,0.3848780230179161,0.3865088820457458,0.3816163634411374,0.3865088820457458,4230.0,,,,,,,,,,
1962-01-12,0.3865089289765734,0.3905860185623169,0.3865089289765734,0.3905860185623169,3525.0,,,,,,,,,,
1962-01-15,0.388139668204988,0.388139668204988,0.3840625503331457,0.3848779797554016,3525.0,,,,,,,,,,
1962-01-16,0.3848779797554016,0.3865088385999133,0.3832471501503269,0.3848779797554016,4465.0,,,,,,,,,,
1962-01-17,0.3848779797554016,0.3865088385999133,0.3848779797554016,0.3848779797554016,1175.0,,,,,,,,,,
1962-01-18,0.384877765338005,0.384877765338005,0.3808006789769657,0.3824315369129181,3995.0,,,,,,,,,,
1962-01-19,0.3816165114876671,0.3816165114876671,0.3808010816574096,0.3808010816574096,940.0,,,,,,,,,,
1962-01-22,0.3816161805106934,0.3840624094009399,0.3816161805106934,0.3840624094009399,6345.0,,,,,,,,,,
1962-01-23,0.3840623363700288,0.384877765338005,0.3824315369129181,0.3824315369129181,6815.0,,,,,,,,,,
1962-01-24,0.3816161692033539,0.3816161692033539,0.3791699111461639,0.3791699111461639,5170.0,,,,,,,,,,
1962-01-25,0.3791703071840819,0.3824319977469324,0.3783548772335052,0.3783548772335052,3995.0,,,,,,,,,,
1962-01-26,0.3783544820472921,0.3791699111461639,0.3750927948912304,0.3791699111461639,2585.0,,,,,,,,,,
1962-01-29,0.3791700884423823,0.3791700884423823,0.3734621405601501,0.3734621405601501,2350.0,,,,,,,,,,
