Date,Open,High,Low,Close,Volume,"('Close', 'XOM')","('High', 'XOM')","('Low', 'XOM')","('Open', 'XOM')","('Volume', 'XOM')"
1962-01-02,0.090126633644104,0.0907959044407017,0.090126633644104,0.090126633644104,902400.0,,,,,
1962-01-03,0.090126684950699,0.0914652273058891,0.090126684950699,0.0914652273058891,1200000.0,,,,,
1962-01-04,0.0914652626179838,0.0921344795896244,0.0912421358297628,0.091688334941864,1088000.0,,,,,
1962-01-05,0.0916882889677409,0.0921344333917966,0.0894574034545218,0.0896805301308631,1222400.0,,,,,
1962-01-08,0.0896805118729005,0.090349728372739,0.0883419699446187,0.0894573852419853,1388800.0,,,,,
1962-01-09,0.0894574467836321,0.0901267182081937,0.0890113021434842,0.0892343744635582,1065600.0,,,,,
1962-01-10,0.0892343558929732,0.0892343558929732,0.0885650846076937,0.0887882113456726,828800.0,,,,,
1962-01-11,0.0890112590304661,0.0896805301308631,0.0890112590304661,0.0896805301308631,617600.0,,,,,
1962-01-12,0.0899036554551781,0.0910190716385841,0.0899036554551781,0.0910190716385841,1398400.0,,,,,
1962-01-15,0.0910190716385841,0.0910190716385841,0.0901267277989901,0.0910190716385841,966400.0,,,,,
1962-01-16,0.0910190198456028,0.0910190198456028,0.0903497487306594,0.0903497487306594,569600.0,,,,,
1962-01-17,0.0903497973417921,0.0910190688168253,0.089234381192966,0.0899036526679992,832000.0,,,,,
1962-01-18,0.0899035615333343,0.0903497057548736,0.0894573628475062,0.090126633644104,844800.0,,,,,
1962-01-19,0.0901266336016817,0.0907959043979644,0.0901266336016817,0.0907959043979644,720000.0,,,,,
1962-01-22,0.090795999294772,0.0910190716385841,0.09057292695096,0.0910190716385841,745600.0,,,,,
1962-01-23,0.0907959476287266,0.0907959476287266,0.0901266765137832,0.0903497487306594,908800.0,,,,,
1962-01-24,0.0903497487306594,0.0905728754118504,0.0896805320800307,0.0903497487306594,841600.0,,,,,
1962-01-25,0.0903497594612656,0.0910190306556966,0.0903497594612656,0.0905728861689567,1078400.0,,,,,
1962-01-26,0.09057292695096,0.0910190716385841,0.0903498001428022,0.0910190716385841,832000.0,,,,,
1962-01-29,0.0910190481484497,0.092580663080805,0.0910190481484497,0.0923575907945633,1462400.0,,,,,
1962-01-30,0.0925806754203964,0.0932499468326568,0.0925806754203964,0.0932499468326568,1843200.0,,,,,
1962-01-31,0.09347302013039,0.0945884361863136,0.09347302013039,0.0945884361863136,1718400.0,,,,,
1962-02-01,0.0945884018308586,0.0963730886578559,0.0945884018308586,0.0963730886578559,2371200.0,,,,,
1962-02-02,0.0963730385900883,0.098380796611309,0.0961499664686841,0.098380796611309,2310400.0,,,,,
1962-02-05,0.0986040398019307,0.099942528577487,0.0986040398019307,0.0992732569575309,1977600.0,,,,,
1962-02-06,0.0990501764522081,0.0990501764522081,0.0977116877863809,0.0979347601532936,1446400.0,,,,,
1962-02-07,0.0987918600440025,0.0987918600440025,0.0972129813742527,0.0987918600440025,1126400.0,,,,,
1962-02-08,0.0987918600440025,0.0992429367688237,0.0985662666151541,0.0987918600440025,684800.0,,,,,
1962-02-09,0.0981152498802016,0.0981152498802016,0.0976641178131103,0.0976641178131103,563200.0,,,,,
1962-02-12,0.0976640906366755,0.0981152225782328,0.0974385521991249,0.0978896841406822,428800.0,,,,,
1962-02-13,0.0978896553379735,0.0978896553379735,0.0958596447979528,0.0972129851579666,873600.0,,,,,
1962-02-14,0.0972128774083259,0.0983406230807304,0.0965362079783317,0.0983406230807304,636800.0,,,,,
1962-02-15,0.0983406809566846,0.098791812530976,0.0978896044488045,0.0985662192106247,742400.0,,,,,
1962-02-16,0.0985662666151541,0.0992429367688237,0.0983407282527435,0.0987918600440025,816000.0,,,,,
1962-02-19,0.0987918738531353,0.1008218295314536,0.0987918738531353,0.1003706976771354,1657600.0,,,,,
1962-02-20,0.1003706539709218,0.1010473239245217,0.0999195773794695,0.1008217856287956,800000.0,,,,,
1962-02-21,0.1008217814293413,0.1008217814293413,0.0992429032921791,0.0992429032921791,681600.0,,,,,
1962-02-23,0.099242946137211,0.0994684845209121,0.0985662759196648,0.0994684845209121,793600.0,,,,,
1962-02-26,0.0994684751312343,0.0996940685600827,0.0987918600440025,0.0987918600440025,640000.0,,,,,
1962-02-27,0.0987917612779897,0.1003705833028912,0.0987917612779897,0.0996939688920974,908800.0,,,,,
1962-02-28,0.0996939524165272,0.1014983673465424,0.0996939524165272,0.0999194905161857,2131200.0,,,,,
1962-03-01,0.0999195643371097,0.1008217724686719,0.0994684327381215,0.1005962342023849,899200.0,,,,,
1962-03-02,0.1005961765062052,0.1008217146431364,0.0996939688920974,0.0996939688920974,838400.0,,,,,
1962-03-05,0.0996940349312622,0.0996940349312622,0.0992429032921791,0.0992429032921791,1011200.0,,,,,
1962-03-06,0.0992428751870678,0.0992428751870678,0.0987917987421466,0.0990173369646072,550400.0,,,,,
1962-03-07,0.099017350784916,0.099242889038856,0.0981151427027446,0.0985662192106247,985600.0,,,,,
1962-03-08,0.097664101271953,0.097664101271953,0.0963108154328251,0.0969874858856201,1190400.0,,,,,
1962-03-09,0.0972130408124905,0.0978897113798916,0.0972130408124905,0.0976641178131103,825600.0,,,,,
1962-03-12,0.097213024347731,0.097213024347731,0.0963108154328251,0.0969874858856201,611200.0,,,,,
1962-03-13,0.0969874467867776,0.0974385235291556,0.0967618533491487,0.0972129851579666,656000.0,,,,,
1962-03-14,0.0972130137615742,0.0978896841406822,0.0969874753240236,0.0978896841406822,681600.0,,,,,
1962-03-15,0.0978896607685614,0.0996940779710562,0.0978896607685614,0.0994684845209121,1107200.0,,,,,
1962-03-16,0.0992428751870678,0.0992428751870678,0.0983406672308218,0.0990173369646072,624000.0,,,,,
1962-03-19,0.0990173650058471,0.099468441578511,0.098340695080432,0.0992429032921791,809600.0,,,,,
1962-03-20,0.0992429000721951,0.0992429000721951,0.0976640219862603,0.0981151536107063,822400.0,,,,,
1962-03-21,0.0981152225782328,0.0983407610157834,0.0976640906366755,0.0978896841406822,764800.0,,,,,
1962-03-22,0.0978897113798916,0.0981152498802016,0.0974385793128004,0.0976641178131103,633600.0,,,,,
1962-03-23,0.0976640906366755,0.0978896841406822,0.0974385521991249,0.0978896841406822,768000.0,,,,,
1962-03-26,0.0978896841406822,0.0981152225782328,0.0976640906366755,0.0978896841406822,678400.0,,,,,
1962-03-27,0.0978896841406822,0.0983407610157834,0.0974385521991249,0.0978896841406822,694400.0,,,,,
1962-03-28,0.0978896515279223,0.0990173984064131,0.0978896515279223,0.0987918600440025,688000.0,,,,,
1962-03-29,0.0987918600440025,0.0992429367688237,0.0987918600440025,0.0987918600440025,604800.0,,,,,
1962-03-30,0.098791812530976,0.098791812530976,0.0983406809566846,0.0985662192106247,809600.0,,,,,
1962-04-02,0.0985662192106247,0.099017350784916,0.0983406809566846,0.0985662192106247,716800.0,,,,,
1962-04-03,0.0985662704515405,0.0985662704515405,0.0965363149779597,0.0972129851579666,931200.0,,,,,
1962-04-04,0.0972129522143849,0.0972129522143849,0.0954085357234748,0.0960852056741714,1033600.0,,,,,
1962-04-05,0.0960852688935922,0.0965363457798957,0.0947319281017669,0.0965363457798957,700800.0,,,,,
1962-04-06,0.0965362822636883,0.0972129522143849,0.0958596123129917,0.0960852056741714,569600.0,,,,,
1962-04-09,0.0960852260373645,0.0965363027224774,0.0942808091640472,0.0942808091640472,716800.0,,,,,
1962-04-10,0.0942807891832613,0.0960852056741714,0.0938296575273232,0.0960852056741714,937600.0,,,,,
1962-04-11,0.0960852056741714,0.0976640288039018,0.0960852056741714,0.0960852056741714,720000.0,,,,,
1962-04-12,0.0956340887950473,0.0956340887950473,0.0949574187397956,0.0949574187397956,947200.0,,,,,
1962-04-13,0.0949574040675367,0.0960852056741714,0.0945063274780198,0.0960852056741714,710400.0,,,,,
1962-04-16,0.0960852626438577,0.0960852626438577,0.0949574603685404,0.0958596691489219,812800.0,,,,,
1962-04-17,0.0958596447979528,0.0972129851579666,0.0954085680555748,0.0972129851579666,1110400.0,,,,,
1962-04-18,0.0974384728745132,0.0985662192106247,0.0974384728745132,0.0985662192106247,1084800.0,,,,,
1962-04-19,0.0985661680746757,0.0996939688920974,0.0985661680746757,0.0996939688920974,1385600.0,,,,,
1962-04-23,0.0996940843555962,0.1001451611518859,0.0994684908910048,0.1001451611518859,1081600.0,,,,,
1962-04-24,0.1001451611518859,0.1003706995500308,0.0999196227537411,0.1001451611518859,1104000.0,,,,,
1962-04-25,0.1001451156751956,0.1008217856287956,0.0999195773794695,0.1008217856287956,1180800.0,,,,,
1962-04-26,0.1008218249560047,0.1008218249560047,0.0994684845209121,0.0994684845209121,2009600.0,,,,,
1962-04-27,0.0994684751312343,0.0999196069224933,0.0981151898903329,0.0987918600440025,1139200.0,,,,,
1962-04-30,0.0987918954107856,0.0987918954107856,0.0965363457798957,0.0965363457798957,1222400.0,,,,,
